X,Y,FID_,scalerank,featurecla,labelrank,sovereignt,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart,Longitude,Latitude
-170.718025746,-14.3044599708,10,3,Admin-0 country,4.0000000000000000000000000000000,United States of America,US1,1.0000000000000000000000000000000,2.0000000000000000000000000000000,Dependency,American Samoa,ASM,0.0000000000000000000000000000000,American Samoa,ASM,0.0000000000000000000000000000000,American Samoa,ASM,0.0000000000000000000000000000000,American Samoa,American Samoa,ASM,American Samoa,,Am. Samoa,AS,American Samoa,,U.S.A.,,American Samoa,,4.0000000000000000000000000000000,5.0000000000000000000000000000000,1.0000000000000000000000000000000,1.0000000000000000000000000000000,65628.0000000000000000000000000000000,575.2999999999999545252649113535881,-99.0000000000000000000000000000000,2010.0000000000000000000000000000000,-99.0000000000000000000000000000000,6. Developing region,3. Upper middle income,-99.0000000000000000000000000000000,,AS,ASM,16,16,AS,ASM,-99.0000000000000000000000000000000,ASM,ASM,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Oceania,Oceania,Polynesia,East Asia & Pacific,14.0000000000000000000000000000000,14.0000000000000000000000000000000,9.0000000000000000000000000000000,3.0000000000000000000000000000000,-99.0000000000000000000000000000000,-170.7180257459999950242490740492940,-14.3044599707999999793628376210108
19.9210895122,-80.5085791311,11,1,Admin-0 country,4.0000000000000000000000000000000,Antarctica,ATA,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Indeterminate,Antarctica,ATA,0.0000000000000000000000000000000,Antarctica,ATA,0.0000000000000000000000000000000,Antarctica,ATA,0.0000000000000000000000000000000,Antarctica,Antarctica,ATA,Antarctica,,Ant.,AQ,,,,Multiple claims held in abeyance,Antarctica,,4.0000000000000000000000000000000,5.0000000000000000000000000000000,1.0000000000000000000000000000000,-99.0000000000000000000000000000000,3802.0000000000000000000000000000000,760.3999999999999772626324556767941,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,6. Developing region,2. High income: nonOECD,-99.0000000000000000000000000000000,,AQ,ATA,10,-99,-99,-99,-99.0000000000000000000000000000000,ATA,ATA,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Antarctica,Antarctica,Antarctica,Antarctica,10.0000000000000000000000000000000,10.0000000000000000000000000000000,4.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,19.9210895121999982393390382640064,-80.5085791311000065206826548092067
123.583837891,-12.4299316406,12,5,Admin-0 country,5.0000000000000000000000000000000,Australia,AU1,1.0000000000000000000000000000000,2.0000000000000000000000000000000,Dependency,Ashmore and Cartier Islands,ATC,0.0000000000000000000000000000000,Ashmore and Cartier Islands,ATC,0.0000000000000000000000000000000,Ashmore and Cartier Islands,ATC,0.0000000000000000000000000000000,Ashmore and Cartier Is.,Ashmore and Cartier Islands,ATC,Ashmore and Cartier Is.,,A.C.Is.,AU,Territory of Ashmore and Cartier Islands,,Auz.,,Ashmore and Cartier Islands,,1.0000000000000000000000000000000,2.0000000000000000000000000000000,2.0000000000000000000000000000000,7.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,7. Least developed region,5. Low income,-99.0000000000000000000000000000000,,-99,-99,36,-99,-99,-99,-99.0000000000000000000000000000000,AUS,ATC,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Oceania,Oceania,Australia and New Zealand,East Asia & Pacific,23.0000000000000000000000000000000,27.0000000000000000000000000000000,7.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,123.5838378910000017185666365548968,-12.4299316405999995538422808749601
69.2266675845,-49.2489548494,13,3,Admin-0 country,6.0000000000000000000000000000000,France,FR1,1.0000000000000000000000000000000,2.0000000000000000000000000000000,Dependency,French Southern and Antarctic Lands,ATF,0.0000000000000000000000000000000,French Southern and Antarctic Lands,ATF,0.0000000000000000000000000000000,French Southern and Antarctic Lands,ATF,0.0000000000000000000000000000000,Fr. S. Antarctic Lands,French Southern and Antarctic Lands,ATF,Fr. S. and Antarctic Lands,,Fr. S.A.L.,TF,Territory of the French Southern and Antarctic Lands,,Fr.,,French Southern and Antarctic Lands,,7.0000000000000000000000000000000,5.0000000000000000000000000000000,9.0000000000000000000000000000000,11.0000000000000000000000000000000,140.0000000000000000000000000000000,16.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,6. Developing region,2. High income: nonOECD,-99.0000000000000000000000000000000,,TF,ATF,260,-99,-99,-99,-99.0000000000000000000000000000000,ATF,ATF,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Seven seas (open ocean),Seven seas (open ocean),Seven seas (open ocean),Sub-Saharan Africa,22.0000000000000000000000000000000,35.0000000000000000000000000000000,10.0000000000000000000000000000000,2.0000000000000000000000000000000,-99.0000000000000000000000000000000,69.2266675845000065692147472873330,-49.2489548494000004552617610897869
-61.794693427,17.2774995986,14,1,Admin-0 country,6.0000000000000000000000000000000,Antigua and Barbuda,ATG,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Antigua and Barbuda,ATG,0.0000000000000000000000000000000,Antigua and Barbuda,ATG,0.0000000000000000000000000000000,Antigua and Barbuda,ATG,0.0000000000000000000000000000000,Antigua and Barb.,Antigua and Barbuda,ATG,Antigua and Barb.,,Ant.B.,AG,Antigua and Barbuda,,,,Antigua and Barbuda,,2.0000000000000000000000000000000,2.0000000000000000000000000000000,5.0000000000000000000000000000000,5.0000000000000000000000000000000,85632.0000000000000000000000000000000,1657.0000000000000000000000000000000,-99.0000000000000000000000000000000,2011.0000000000000000000000000000000,-99.0000000000000000000000000000000,6. Developing region,3. Upper middle income,-99.0000000000000000000000000000000,,AG,ATG,28,28,AG,ATG,-99.0000000000000000000000000000000,ATG,ATG,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,North America,Americas,Caribbean,Latin America & Caribbean,17.0000000000000000000000000000000,19.0000000000000000000000000000000,6.0000000000000000000000000000000,4.0000000000000000000000000000000,1.0000000000000000000000000000000,-61.7946934269999985644972184672952,17.2774995985999986203296430176124
134.491000082,-25.7328870417,15,1,Admin-0 country,2.0000000000000000000000000000000,Australia,AU1,1.0000000000000000000000000000000,2.0000000000000000000000000000000,Country,Australia,AUS,0.0000000000000000000000000000000,Australia,AUS,0.0000000000000000000000000000000,Australia,AUS,0.0000000000000000000000000000000,Australia,Australia,AUS,Australia,,Auz.,AU,Commonwealth of Australia,,,,Australia,,1.0000000000000000000000000000000,2.0000000000000000000000000000000,2.0000000000000000000000000000000,7.0000000000000000000000000000000,21262641.0000000000000000000000000000000,800200.0000000000000000000000000000000,-99.0000000000000000000000000000000,2006.0000000000000000000000000000000,-99.0000000000000000000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.0000000000000000000000000000000,,AU,AUS,36,36,AU,AUS,-99.0000000000000000000000000000000,AUS,AUS,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Oceania,Oceania,Australia and New Zealand,East Asia & Pacific,9.0000000000000000000000000000000,9.0000000000000000000000000000000,4.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,134.4910000819999993382225511595607,-25.7328870416999997416951373452321
14.1264760996,47.585494392,16,1,Admin-0 country,4.0000000000000000000000000000000,Austria,AUT,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Austria,AUT,0.0000000000000000000000000000000,Austria,AUT,0.0000000000000000000000000000000,Austria,AUT,0.0000000000000000000000000000000,Austria,Austria,AUT,Austria,,Aust.,A,Republic of Austria,,,,Austria,,3.0000000000000000000000000000000,1.0000000000000000000000000000000,3.0000000000000000000000000000000,4.0000000000000000000000000000000,8210281.0000000000000000000000000000000,329500.0000000000000000000000000000000,-99.0000000000000000000000000000000,2011.0000000000000000000000000000000,-99.0000000000000000000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.0000000000000000000000000000000,,AT,AUT,40,40,AT,AUT,-99.0000000000000000000000000000000,AUT,AUT,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Europe,Europe,Western Europe,Europe & Central Asia,7.0000000000000000000000000000000,7.0000000000000000000000000000000,5.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,14.1264760995999996140426446800120,47.5854943920000010848525562323630
47.5459987892,40.2882723471,17,1,Admin-0 country,5.0000000000000000000000000000000,Azerbaijan,AZE,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Azerbaijan,AZE,0.0000000000000000000000000000000,Azerbaijan,AZE,0.0000000000000000000000000000000,Azerbaijan,AZE,0.0000000000000000000000000000000,Azerbaijan,Azerbaijan,AZE,Azerbaijan,,Aze.,AZ,Republic of Azerbaijan,,,,Azerbaijan,,1.0000000000000000000000000000000,6.0000000000000000000000000000000,5.0000000000000000000000000000000,8.0000000000000000000000000000000,8238672.0000000000000000000000000000000,77610.0000000000000000000000000000000,-99.0000000000000000000000000000000,2009.0000000000000000000000000000000,-99.0000000000000000000000000000000,6. Developing region,3. Upper middle income,-99.0000000000000000000000000000000,,AZ,AZE,31,31,AZ,AZE,-99.0000000000000000000000000000000,AZE,AZE,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Asia,Asia,Western Asia,Europe & Central Asia,10.0000000000000000000000000000000,10.0000000000000000000000000000000,4.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,47.5459987891999986686641932465136,40.2882723470999977166684402618557
29.8751215645,-3.35939665747,18,1,Admin-0 country,6.0000000000000000000000000000000,Burundi,BDI,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Burundi,BDI,0.0000000000000000000000000000000,Burundi,BDI,0.0000000000000000000000000000000,Burundi,BDI,0.0000000000000000000000000000000,Burundi,Burundi,BDI,Burundi,,Bur.,BI,Republic of Burundi,,,,Burundi,,2.0000000000000000000000000000000,2.0000000000000000000000000000000,5.0000000000000000000000000000000,8.0000000000000000000000000000000,8988091.0000000000000000000000000000000,3102.0000000000000000000000000000000,-99.0000000000000000000000000000000,2008.0000000000000000000000000000000,-99.0000000000000000000000000000000,7. Least developed region,5. Low income,-99.0000000000000000000000000000000,,BI,BDI,108,108,BI,BDI,-99.0000000000000000000000000000000,BDI,BDI,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Africa,Africa,Eastern Africa,Sub-Saharan Africa,7.0000000000000000000000000000000,7.0000000000000000000000000000000,4.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,29.8751215644999987830487953033298,-3.3593966574700000471409566671355
4.64065113918,50.6398157556,19,1,Admin-0 country,2.0000000000000000000000000000000,Belgium,BEL,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Belgium,BEL,0.0000000000000000000000000000000,Belgium,BEL,0.0000000000000000000000000000000,Belgium,BEL,0.0000000000000000000000000000000,Belgium,Belgium,BEL,Belgium,,Belg.,B,Kingdom of Belgium,,,,Belgium,,3.0000000000000000000000000000000,2.0000000000000000000000000000000,1.0000000000000000000000000000000,8.0000000000000000000000000000000,10414336.0000000000000000000000000000000,389300.0000000000000000000000000000000,-99.0000000000000000000000000000000,2011.0000000000000000000000000000000,-99.0000000000000000000000000000000,2. Developed region: nonG7,1. High income: OECD,-99.0000000000000000000000000000000,,BE,BEL,56,56,BE,BEL,-99.0000000000000000000000000000000,BEL,BEL,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Europe,Europe,Western Europe,Europe & Central Asia,7.0000000000000000000000000000000,7.0000000000000000000000000000000,5.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,4.6406511391800000509988421981689,50.6398157555999972601057379506528
2.32785254449,9.64175970225,20,1,Admin-0 country,5.0000000000000000000000000000000,Benin,BEN,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Benin,BEN,0.0000000000000000000000000000000,Benin,BEN,0.0000000000000000000000000000000,Benin,BEN,0.0000000000000000000000000000000,Benin,Benin,BEN,Benin,,Benin,BJ,Republic of Benin,,,,Benin,,1.0000000000000000000000000000000,2.0000000000000000000000000000000,2.0000000000000000000000000000000,12.0000000000000000000000000000000,8791832.0000000000000000000000000000000,12830.0000000000000000000000000000000,-99.0000000000000000000000000000000,2002.0000000000000000000000000000000,-99.0000000000000000000000000000000,7. Least developed region,5. Low income,-99.0000000000000000000000000000000,,BJ,BEN,204,204,BJ,BEN,-99.0000000000000000000000000000000,BEN,BEN,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Africa,Africa,Western Africa,Sub-Saharan Africa,5.0000000000000000000000000000000,5.0000000000000000000000000000000,5.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,2.3278525444899997864922625012696,9.6417597022500007852841008570977
-1.75456600914,12.2695384574,21,1,Admin-0 country,3.0000000000000000000000000000000,Burkina Faso,BFA,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Burkina Faso,BFA,0.0000000000000000000000000000000,Burkina Faso,BFA,0.0000000000000000000000000000000,Burkina Faso,BFA,0.0000000000000000000000000000000,Burkina Faso,Burkina Faso,BFA,Burkina Faso,,B.F.,BF,Burkina Faso,,,,Burkina Faso,,2.0000000000000000000000000000000,1.0000000000000000000000000000000,5.0000000000000000000000000000000,11.0000000000000000000000000000000,15746232.0000000000000000000000000000000,17820.0000000000000000000000000000000,-99.0000000000000000000000000000000,2006.0000000000000000000000000000000,-99.0000000000000000000000000000000,7. Least developed region,5. Low income,-99.0000000000000000000000000000000,,BF,BFA,854,854,BF,BFA,-99.0000000000000000000000000000000,BFA,BFA,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Africa,Africa,Western Africa,Sub-Saharan Africa,12.0000000000000000000000000000000,12.0000000000000000000000000000000,4.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,-1.7545660091399999380712415586459,12.2695384573999994870519003598019
90.2381274323,23.86731158,22,1,Admin-0 country,3.0000000000000000000000000000000,Bangladesh,BGD,0.0000000000000000000000000000000,2.0000000000000000000000000000000,Sovereign country,Bangladesh,BGD,0.0000000000000000000000000000000,Bangladesh,BGD,0.0000000000000000000000000000000,Bangladesh,BGD,0.0000000000000000000000000000000,Bangladesh,Bangladesh,BGD,Bangladesh,,Bang.,BD,People's Republic of Bangladesh,,,,Bangladesh,,3.0000000000000000000000000000000,4.0000000000000000000000000000000,7.0000000000000000000000000000000,7.0000000000000000000000000000000,156050883.0000000000000000000000000000000,224000.0000000000000000000000000000000,-99.0000000000000000000000000000000,2011.0000000000000000000000000000000,-99.0000000000000000000000000000000,7. Least developed region,5. Low income,-99.0000000000000000000000000000000,,BD,BGD,50,50,BD,BGD,-99.0000000000000000000000000000000,BGD,BGD,-99.0000000000000000000000000000000,-99.0000000000000000000000000000000,Asia,Asia,Southern Asia,South Asia,10.0000000000000000000000000000000,10.0000000000000000000000000000000,5.0000000000000000000000000000000,-99.0000000000000000000000000000000,1.0000000000000000000000000000000,90.2381274323000042159037548117340,23.8673115799999990827018336858600
